"","Name","Birthday","ContractDate","AgeAtSigning","ContractLength","AAV","SalaryCap","pctCap","TOI","Goals60","Assists60","Points60","PlusMinus60","PenaltyMinutes60","EvenStrGoals60","EvenStrPoints60","ppGoals60","ppPoints60","shGoals60","shPoints60","GameWinningGoals60","Shots60","COLA","fBracket","fRate","fMarginal","sBracket","sRate","sMarginal","Local","contractSeason","prevSeason","pyTOI","pyGoals60","pyAssists60","pyPoints60","pyPlusMinus60","pyPenaltyMinutes60","pyEvenStrGoals60","pyEvenStrPoints60","pyppGoals60","pyppPoints60","pyshGoals60","pyshPoints60","pyGameWinningGoals60","pyShots60","GoalsChange","AssistsChange","PointsChange","PlusMinusChange","PenaltyMinutesChange","EvenStrGoalsChange","EvenStrPointsChange","ppGoalsChange","ppPointsChange","shGoalsChange","shPointsChange","GameWinningGoalsChange","ShotsChange","TOIChange","fTaxes","sTaxes","lTaxes","Escrow","Agent","netIncome","LANI","Country.Austria","Country.Belarus","Country.Belgium","Country.Canada","Country.Czech Republic","Country.Denmark","Country.Estonia","Country.Finland","Country.France","Country.Germany","Country.Italy","Country.Kazakhstan","Country.Latvia","Country.Netherlands","Country.Norway","Country.Russia","Country.Slovakia","Country.Slovenia","Country.Sweden","Country.Switzerland","Country.Ukraine","Country.United Kingdom","Country.United States","Team.ANA","Team.ARI","Team.ATL","Team.BOS","Team.BUF","Team.CAR","Team.CBJ","Team.CGY","Team.CHI","Team.COL","Team.DAL","Team.DET","Team.EDM","Team.FLA","Team.LAK","Team.MIN","Team.MTL","Team.NJD","Team.NSH","Team.NYI","Team.NYR","Team.OTT","Team.PHI","Team.PHX","Team.PIT","Team.SJS","Team.STL","Team.TBL","Team.TOR","Team.VAN","Team.VGK","Team.WPG","Team.WSH","Handed.L","Handed.R","Position.C","Position.L","Position.R"
"1327","Blake Coleman",1991-11-28,2018-07-17,26,3,1800000,75000000,0.024,1137.6,0.685654008438819,0.632911392405063,1.31856540084388,0.369198312236287,2.63713080168776,0.527426160337553,1.16033755274262,0,0,0.158227848101266,0.158227848101266,0.105485232067511,7.70042194092827,0.76,622050,0.37,167307.5,5000000,0.1075,431461,0.01,2018,2017,295.55,0.203011334799526,0.203011334799526,0.406022669599053,-1.42107934359668,5.48130603958721,0.203011334799526,0.406022669599053,0,0,0,0,0,5.88732870918626,2.37741736990155,2.11761603375527,2.24751670182841,-1.25980133614627,-0.518886414543939,1.59801336146273,1.857814697609,0,0,0,0,0,0.307965347495029,2.84909490779902,603149,87461,18000,243000,72000,776390,1021565.78947368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
"1337","Michael Grabner",1987-10-05,2018-07-01,30,3,3350000,75000000,0.0446666666666667,1185.33333333333,1.36670416197975,0.455568053993251,1.822272215973,0.556805399325084,0.809898762654668,1.26546681664792,1.61979752530934,0,0.0506186726659168,0.101237345331834,0.15185601799775,0.15185601799775,8.4533183352081,0.76,622050,0.37,167307.5,5000000,0.1075,431461,0.01,2018,2017,1071.6,1.51175811870101,0.727883538633819,2.23964165733483,1.23180291153415,0.559910414333707,1.45576707726764,2.07166853303471,0,0,0.0559910414333707,0.167973124300112,0.167973124300112,9.07054871220605,-0.0959505061867267,-0.374119581206195,-0.186355455568054,-0.547975253093363,0.446479190101237,-0.13072164056416,-0.218119356702034,0,0,0.808098987626547,-0.0959505061867267,-0.0959505061867267,-0.0680477440319961,0.106134129650367,1176649,254086,33500,452250,134000,1299515,1709888.15789474,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"1346","Kyle Palmieri",1991-02-01,2016-07-07,25,5,4650000,71400000,0.0651260504201681,1459.6,1.2332145793368,1.10989312140312,2.34310770073993,0.12332145793368,1.60317895313785,0.781035900246643,1.39764318991505,0.452178679090162,0.945464510824883,0,0,0.164428610578241,9.12578788709235,0.76,622050,0.37,167307.5,5000000,0.1075,431461,0.01,2016,2015,803.7,1.04516610675625,1.11982082866741,2.16498693542367,-0.149309443822322,2.76222471071295,0.671892497200448,1.3437849944009,0.373273609555804,0.82120194102277,0,0,0.298618887644644,8.36132885405002,0.179922092158321,-0.00886544258701041,0.0822733672900463,-1.82594546451082,-0.419605889803204,0.162441764867087,0.0400794738284461,0.211386681282543,0.15131792022721,0,0,-0.449369690326117,0.0914279352464467,0.816100535025507,1657649,393836,46500,627750,186000,1738265,2287190.78947368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
"1352","Zach Parise",1984-07-28,2012-07-04,27,13,7538461,64300000,0.117238895800933,1761.63333333333,1.05583833185112,1.29425343904331,2.35009177089443,-0.170296505137278,1.08989763287858,0.715245321576567,1.63484644931787,0.238415107192189,0.476830214384378,0.102177903082367,0.238415107192189,0.102177903082367,9.97937520104449,0.76,622050,0.37,167307.5,5000000,0.1075,431461,0.01,2012,2011,258.05,0.697539236582058,0.697539236582058,1.39507847316412,-0.232513078860686,1.39507847316412,0.697539236582058,1.16256539430343,0,0.232513078860686,0,0,0.232513078860686,11.3931408641736,0.513661564078791,0.85545611080626,0.684558837442525,-0.267583114155424,-0.218755321765785,0.0253836401824066,0.406240420821586,0,1.05076728036481,0,0,-0.560549868493254,-0.124089193663425,5.82671316928244,2726379.57,704345.5575,75384.61,1017692.235,301538.44,2713120.5875,3569895.50986842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"1361","Wayne Simmonds",1988-08-26,2019-07-01,30,1,5000000,79500000,0.0628930817610063,1237.66666666667,0.824131430110423,0.630218152437382,1.45434958254781,-0.775653110692163,4.79935362240776,0.581739833019122,1.06652302720172,0.242391597091301,0.387826555346081,0,0,0.0969566388365204,7.61109614866685,0.55,622050,0.37,167307.5,0,0,0,0,2019,2018,1356.25,1.06175115207373,0.973271889400922,2.03502304147465,-0.707834101382488,2.52165898617512,0.530875576036866,1.23870967741935,0.486635944700461,0.752073732718894,0.0442396313364055,0.0442396313364055,0.221198156682028,7.78617511520737,-0.223799824939402,-0.352474720270303,-0.285339992271572,0.095812011850256,0.903252441634655,0.095812011850256,-0.139004847831942,-0.501903630977156,-0.484323759129291,-1,-1,-0.561675195259898,-0.0224858757926693,-0.0874347158218127,1787149,0,0,675000,200000,2337851,4250638.18181818,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
"1378","Filip Forsberg",1994-08-13,2016-06-27,21,6,6000000,71400000,0.0840336134453782,1562.1,1.26752448626848,1.19070482043403,2.45822930670252,0.0384098329172268,1.80526214710966,0.921835990013443,1.53639331668907,0.307278663337814,0.883426157096217,0.0384098329172268,0.0384098329172268,0.11522949875168,9.48722873055502,0.55,622050,0.37,167307.5,0,0,0,0,2016,2015,1421.33333333333,1.09756097560976,1.56191369606004,2.65947467166979,0.633208255159475,1.01313320825516,0.844277673545966,1.85741088180113,0.25328330206379,0.802063789868668,0,0,0.25328330206379,10.0046904315197,0.154855643044619,-0.237662859710104,-0.0756710966684722,-0.939340915718869,0.781860600758238,0.0918635170603674,-0.172830668893661,0.21318168562263,0.10144126721002,0,0,-0.545056867891514,-0.0517219102886402,0.0990384615384617,2157149,0,0,810000,240000,2792851,5077910.90909091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
"1379","Rocco Grimaldi",1993-02-08,2019-08-06,26,1,1000000,79500000,0.0125786163522013,530,0.566037735849057,0.905660377358491,1.47169811320755,-0.226415094339623,1.13207547169811,0.566037735849057,1.47169811320755,0,0,0,0,0,9.16981132075472,0.55,622050,0.37,167307.5,0,0,0,0,2019,2018,57.9,1.03626943005181,2.07253886010363,3.10880829015544,0,0,1.03626943005181,3.10880829015544,0,0,0,0,0,7.25388601036269,-0.45377358490566,-0.563018867924528,-0.526603773584906,0,0,-0.45377358490566,-0.526603773584906,0,0,0,0,0,0.264123989218329,8.15371329879102,307149,0,0,135000,40000,517851,941547.272727273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
"1382","Colton Sissons",1993-11-05,2019-07-23,25,7,2857143,79500000,0.0359389056603774,1203.75,0.747663551401869,0.747663551401869,1.49532710280374,0.996884735202492,1.14641744548287,0.697819314641745,1.34579439252336,0.0498442367601246,0.0996884735202492,0,0.0498442367601246,0.149532710280374,5.53271028037383,0.55,622050,0.37,167307.5,0,0,0,0,2019,2018,1304.1,0.41407867494824,0.82815734989648,1.24223602484472,0.0920174833218311,1.93236714975845,0.368069933287325,0.782148608235565,0.0460087416609156,0.322061191626409,0,0.138026224982747,0.184034966643662,5.52104899930987,0.805607476635514,-0.0971962616822429,0.20373831775701,9.83364485981308,-0.406728971962617,0.89588785046729,0.720637713029137,0.0833644859813085,-0.690467289719626,0,-0.638878504672897,-0.187476635514019,0.00211214953271052,-0.0769496204278814,994291.91,0,0,385714.305,114285.72,1362851.065,2477911.02727273,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"1388","Brian Boyle",1984-12-18,2019-10-20,34,1,940000,79500000,0.0118238993710692,980.633333333333,1.10132907304803,0.36710969101601,1.46843876406404,-0.856589279037357,2.3250280431014,0.611849485026683,0.795404330534688,0.428294639518678,0.550664536524015,0.0611849485026683,0.122369897005337,0.244739794010673,7.52574866582821,0.55,622050,0.37,167307.5,0,0,0,0,2019,2018,916.55,0.851017402214827,0.654628770934483,1.50564617314931,-0.589165893841034,2.94582946920517,0.523703016747586,1.04740603349517,0.327314385467241,0.458240139654138,0,0,0.130925754186897,7.85554525121379,0.294132258848939,-0.439209354498793,-0.0247119208674666,0.453901673521647,-0.21073909151682,0.16831384479418,-0.240596000883783,0.308511506169482,0.201694240359729,0,0,0.869302151670689,-0.0419826472687721,0.069917989562308,284949,0,0,126900,37600,490551,891910.909090909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
"1392","Craig Smith",1989-09-05,2015-07-20,25,5,4250000,69000000,0.0615942028985507,1290.13333333333,1.06965688300951,0.976643241008681,2.04630012401819,0.511575031004547,2.04630012401819,0.790615957007028,1.62773873501447,0.27904092600248,0.418561389003721,0,0,0.186027284001654,11.7197188921042,0.55,622050,0.37,167307.5,0,0,0,0,2015,2014,1295.6,1.11145415251621,1.29669651126891,2.40815066378512,0.740969435010806,1.01883297313986,0.787280024698981,1.94504476690337,0.324174127817228,0.463105896881754,0,0,0.185242358752701,9.9567767829577,-0.03760593220339,-0.246822033898305,-0.15026075619296,-0.30958686440678,1.00847457627119,0.00423728813559335,-0.163135593220339,-0.139225181598063,-0.0961864406779661,0,0,0.00423728813559309,0.177059519117067,-0.00421940928270045,1509649,0,0,573750,170000,1996601,3630183.63636364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
"1397","Austin Watson",1992-01-13,2017-07-24,25,3,1100000,73000000,0.0150684931506849,957.366666666667,0.313359562689321,0.752062950454371,1.06542251314369,0.8774067755301,6.20451934124856,0.313359562689321,1.00275060060583,0,0,0,0.0626719125378643,0,5.64047212840778,0.55,622050,0.37,167307.5,0,0,0,0,2017,2016,570,0.315789473684211,0.736842105263158,1.05263157894737,-0.421052631578947,3.36842105263158,0.315789473684211,1.05263157894737,0,0,0,0,0,5.78947368421053,-0.00769471815048214,0.0206568613309326,0.0121513874865082,-3.08384109188399,0.841966679433167,-0.00769471815048214,-0.0473869294244629,0,0,0,0,0,-0.025736632365928,0.679590643274854,344149,0,0,148500,44000,563351,1024274.54545455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
"1409","Viktor Arvidsson",1993-04-08,2017-07-22,24,7,4250000,73000000,0.0582191780821918,1372,1.35568513119534,1.31195335276968,2.66763848396501,0.699708454810496,1.22448979591837,0.962099125364432,1.96793002915452,0.174927113702624,0.393586005830904,0.21865889212828,0.306122448979592,0.262390670553936,10.7580174927114,0.55,622050,0.37,167307.5,0,0,0,0,2017,2016,694.4,0.691244239631336,0.691244239631336,1.38248847926267,-0.691244239631336,3.0241935483871,0.604838709677419,1.29608294930876,0.0864055299539171,0.0864055299539171,0,0,0.259216589861751,12.0103686635945,0.961224489795918,0.897959183673469,0.929591836734694,-2.01224489795918,-0.595102040816327,0.59067055393586,0.518367346938775,1.02448979591837,3.55510204081633,0,0,0.0122448979591837,-0.104272500367053,0.975806451612903,1509649,0,0,573750,170000,1996601,3630183.63636364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
"1416","Ryan Johansen",1992-07-31,2017-07-28,24,8,8000000,73000000,0.10958904109589,1544.33333333333,0.54392402331103,1.82603064968703,2.36995467299806,0.0388517159507878,2.33110295704727,0.34966544355709,1.43751349017915,0.155406863803151,0.89358946686812,0.0388517159507878,0.0388517159507878,0.116555147852363,5.98316425642133,0.55,622050,0.37,167307.5,0,0,0,0,2017,2016,1405.33333333333,0.597722960151803,1.96394686907021,2.56166982922201,0.256166982922201,2.60436432637571,0.426944971537002,1.62239089184061,0.170777988614801,0.939278937381404,0,0,0.0853889943074004,7.89848197343454,-0.0900064752859918,-0.0702240073574265,-0.0748399165407584,-0.848334412547665,-0.104924401920648,-0.181005827757393,-0.113953673304781,-0.0900064752859918,-0.0486431332535369,0,0,0.364990287071012,-0.242491876724555,0.0989089184060721,2897149,0,0,1080000,320000,3702851,6732456.36363636,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"1430","Josh Bailey",1989-10-02,2018-02-23,28,6,5000000,73000000,0.0684931506849315,1506.06666666667,0.517905360541809,1.71307157717675,2.23097693771856,0.199194369439157,0.478066486653977,0.398388738878314,1.75291045106458,0.119516621663494,0.478066486653977,0,0,0.0398388738878314,6.89212518259484,1.51,622050,0.37,167307.5,2155350,0.0882,145133.21,0.03876,2017,2016,1283.85,0.560813179109709,0.934688631849515,1.49550181095922,-0.32714102114733,1.02815749503447,0.373875452739806,1.26182965299685,0.186937726369903,0.233672157962379,0,0,0.0934688631849515,4.90711531720996,-0.0765100039838875,0.832772453631977,0.491791532026028,-1.60889450286777,-0.535026015991887,0.0655653800185914,0.389181532468682,-0.360660771988845,1.0458855296357,0,0,-0.573773847992563,0.404516653281648,0.173086160117355,1787149,396031.34,193800,675000,200000,1748019.66,1157628.91390728,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"1446","Anders Lee",1990-07-03,2019-07-01,28,7,7000000,79500000,0.0880503144654088,1400.83333333333,1.19928613920286,0.985127900059489,2.18441403926234,0.856632956573468,2.48423557406306,0.770969660916121,1.49910767400357,0.428316478286734,0.685306365258775,0,0,0.214158239143367,8.73765615704938,1.51,622050,0.37,167307.5,2155350,0.0882,145133.21,0.03876,2019,2018,1415.86666666667,1.69507486580657,0.932291176193615,2.62736604200019,-1.05942179112911,1.86458235238723,1.10179866277427,1.69507486580657,0.593276203032301,0.932291176193615,0,0,0.0847537432903287,8.81438930219418,-0.292487804878049,0.0566740576496676,-0.168591660110149,-1.80858536585366,0.332328159645233,-0.300262664165103,-0.115609756097561,-0.278048780487805,-0.264922394678492,0,0,1.52682926829268,-0.00870544090056271,-0.0106177606177606,2527149,572431.34,271320,945000,280000,2404099.66,1592118.98013245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"1456","Matt Martin",1989-05-08,2016-07-01,27,4,2500000,71400000,0.0350140056022409,844,0.710900473933649,0.639810426540284,1.35071090047393,0.14218009478673,8.45971563981043,0.710900473933649,1.35071090047393,0,0,0,0,0.0710900473933649,6.11374407582938,1.51,622050,0.37,167307.5,2155350,0.0882,145133.21,0.03876,2016,2015,878.8,0.54619936276741,0.409649522075558,0.955848884842968,-0.273099681383705,7.78334091943559,0.54619936276741,0.955848884842968,0,0,0,0,0.136549840691853,6.14474283113336,0.301540284360189,0.561848341232228,0.413100880162492,-1.52061611374408,0.0869003076411409,0.301540284360189,0.413100880162492,0,0,0,0,-0.479383886255924,-0.00504476040021047,-0.0395994538006373,862149,175531.34,96900,337500,100000,927919.66,614516.331125828,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"1468","Brock Nelson",1991-10-15,2019-05-23,27,6,6000000,79500000,0.0754716981132075,1473.26666666667,1.01814561744875,1.1403230915426,2.15846870899136,0.814516493959003,1.1403230915426,0.895968143354903,1.79193628670981,0.0814516493959003,0.325806597583601,0.0407258246979501,0.0407258246979501,0.12217747409385,7.37137427032898,1.51,622050,0.37,167307.5,2155350,0.0882,145133.21,0.03876,2019,2018,1208.13333333333,0.943604458669021,0.794614280984439,1.73821873965346,-0.19865357024611,2.13552588014568,0.744950888422911,1.34091159916124,0.19865357024611,0.397307140492219,0,0,0.148990177684582,6.85354817349079,0.0789961917781466,0.435064935064935,0.241770474423536,-5.10018552875696,-0.46602234974328,0.202721088435374,0.336356764928194,-0.589981447124304,-0.179962894248609,0,0,-0.179962894248609,0.0755559140652309,0.219457013574661,2157149,484231.34,232560,810000,240000,2076059.66,1374873.94701987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
"1470","Jordan Eberle",1990-05-15,2019-06-14,29,5,5500000,79500000,0.0691823899371069,1289.6,0.883995037220844,0.837468982630273,1.72146401985112,-0.279156327543424,0.790942928039702,0.558312655086849,1.16315136476427,0.325682382133995,0.558312655086849,0,0,0.232630272952854,7.44416873449131,1.51,622050,0.37,167307.5,2155350,0.0882,145133.21,0.03876,2019,2018,1301.4,1.15260488704472,1.56754264638082,2.72014753342554,0.230520977408944,0.968188105117566,1.01429230059935,2.25910557860765,0.138312586445367,0.461041954817888,0,0,0.322729368372522,8.43706777316736,-0.233045905707196,-0.465744051963217,-0.3671431425327,-2.21098014888337,-0.18306894718185,-0.449554477780284,-0.485127487719654,1.35468362282878,0.210980148883375,0,0,-0.279178482807515,-0.117682951633243,-0.00906715844475177,1972149,440131.34,213180,742500,220000,1912039.66,1266251.43046358,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
"1478","Chris Wagner",1991-05-27,2018-07-01,27,2,1250000,75000000,0.0166666666666667,1049.38333333333,0.40023505868526,0.514587932595334,0.914822991280593,-0.571764369550371,2.11552816733637,0.228705747820148,0.628940806505408,0.0571764369550371,0.171529310865111,0.114352873910074,0.114352873910074,0,5.31740863681845,1.51,622050,0.37,167307.5,2155350,0.0882,145133.21,0.03876,2018,2017,402.05,0.895411018530034,0.149235169755006,1.04464618828504,0.298470339510011,0.895411018530034,0.895411018530034,1.04464618828504,0,0,0,0,0,5.96940679020022,-0.553015262932198,2.4481679716659,-0.124274800846756,-2.91564887314772,1.36263361021552,-0.74458015024697,-0.397938925582145,0,0,0,0,0,-0.109223273986309,1.61008166480123,399649,65281.34,48450,168750,50000,517869.66,342960.039735099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
"1482","Frans Nielsen",1984-04-24,2016-07-01,32,6,5250000,71400000,0.0735294117647059,1435.05,0.836207797637713,1.33793247622034,2.17414027385805,0.0418103898818857,0.501724678582628,0.459914288700742,1.25431169645657,0.2926727291732,0.836207797637713,0.0836207797637713,0.0836207797637713,0.0836207797637713,7.5676805686213,1.51,622050,0.37,167307.5,2155350,0.0882,145133.21,0.03876,2016,2015,1293.5,0.649400850405876,1.34518747584074,1.99458832624662,0.371086200231929,0.556629300347893,0.41747197526092,1.0204870506378,0.185543100115964,0.83494395052184,0.0463857750289911,0.139157325086973,0.185543100115964,7.2825666795516,0.28766045981474,-0.00539330000516608,0.0900195520292218,-0.88732970976621,-0.098637678129682,0.101665060063722,0.22913043891407,0.577384063273057,0.00151369096702014,0.802724643740636,-0.399091785419788,-0.549318839064841,0.0391501927294751,0.109431774255895,1879649,418081.34,203490,708750,210000,1830029.66,1211940.17218543,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
"1485","Anthony Beauvillier",1997-06-08,2019-08-28,22,2,2100000,79500000,0.0264150943396226,1186.65,0.910125142207053,0.505625079003919,1.41575022121097,0.0505625079003919,0.404500063203135,0.859562634306662,1.31462520541019,0.0505625079003919,0.101125015800784,0,0,0.202250031601567,7.88775123246113,1.51,622050,0.37,167307.5,2155350,0.0882,145133.21,0.03876,2019,2018,1031.86666666667,1.2210879958651,0.872205711332213,2.09329370719731,0.116294094844295,0.930352758754361,1.04664685359866,1.62811732782013,0.174441142266443,0.465176379377181,0,0,0.116294094844295,7.67541025972348,-0.254660478778795,-0.420291483494618,-0.323673397410388,-0.565218612620964,-0.565218612620964,-0.178746268284043,-0.192548852010361,-0.710145741747309,-0.782609306310482,0,0,0.739125549516145,0.0276650974413581,0.150003230391524,714149,140251.34,81396,283500,84000,796703.66,527618.317880795,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"1486","Kyle Okposo",1988-04-16,2016-07-01,28,7,6000000,71400000,0.0840336134453782,1437.8,0.918069272499652,1.75267770204479,2.67074697454444,-0.166921685909028,2.1282514953401,0.625956322158854,1.71094728056753,0.292112950340798,0.959799693976909,0,0,0.166921685909028,8.4295451384059,1.51,622050,0.37,167307.5,2155350,0.0882,145133.21,0.03876,2016,2015,1173,0.920716112531969,1.68797953964194,2.60869565217391,-0.40920716112532,0.61381074168798,0.61381074168798,1.68797953964194,0.30690537084399,0.920716112531969,0,0,0.10230179028133,9.97442455242967,-0.00287476236843327,0.0383287598477473,0.0237863402420364,-0.592085130059814,2.46727639449158,0.0197871748504659,0.0136066465180389,-0.0481986368062316,0.0424491120693651,0,0,0.631659479760746,-0.15488406432905,0.225745950554135,2157149,484231.34,232560,810000,240000,2076059.66,1374873.94701987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
"1492","Cal Clutterbuck",1987-11-18,2016-12-09,29,5,3500000,71400000,0.0490196078431373,917.583333333333,0.980837344473708,0.523113250385978,1.50395059485969,0.45772409408773,1.43856143856144,0.850059031877214,1.30778312596494,0,0,0.130778312596494,0.196167468894742,0.326945781491236,5.23113250385978,1.51,622050,0.37,167307.5,2155350,0.0882,145133.21,0.03876,2016,2015,967.733333333333,0.434003857812069,0.558004960044089,0.992008817856159,0.0620005511160099,3.7200330669606,0.31000275558005,0.744006613392119,0,0.0620005511160099,0.12400110223202,0.18600165334803,0.24800220446404,7.68806833838523,1.25997379244132,-0.0625293898021173,0.516065752429389,6.38258105530833,-0.613293373293373,1.74210153482881,0.75775739412103,0,-1,0.0546544364726182,0.0546544364726182,0.318318045590773,-0.319577782920892,-0.0518221273077983,1232149,263731.34,135660,472500,140000,1255959.66,831761.364238411,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
"1495","Valtteri Filppula",1984-03-20,2019-07-01,35,2,3000000,79500000,0.0377358490566038,1027.2,0.992990654205607,0.817757009345794,1.8107476635514,1.10981308411215,0.934579439252336,0.934579439252336,1.75233644859813,0,0,0.058411214953271,0.058411214953271,0.233644859813084,4.55607476635514,1.51,622050,0.37,167307.5,2155350,0.0882,145133.21,0.03876,2019,2018,1335.15,0.494326480170767,0.988652960341535,1.4829794405123,-0.314571396472306,0.898775418492304,0.359510167396922,1.21334681496461,0.134816312773846,0.179755083698461,0,0.0898775418492304,0.179755083698461,3.14571396472306,1.00877495751912,-0.172857370433305,0.221020072217502,-4.52801652202937,0.0398364485981308,1.59959112149533,0.444217289719626,-1,-1,0,-0.350102219626168,0.299795560747664,0.448343624833111,-0.230648241770588,1047149,219631.34,116280,405000,120000,1091939.66,723138.847682119,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
