PLAYER,TEAM,AGE,DATE OF BIRTH,COUNTRY,POS,HANDED,SLIDE CAND.,WAIVERS EXEMPT,ARB. ELIG,GP,G,A,P,P/GP,+/-,Sh,Sh%,TOI,W,L,SO,GAA,Sv%,TYPE,EXTENSION,SIGNING DATE,SIGNING AGE,ARB. ELIG,ARB. REQ,CLAUSE,LENGTH,SIGNING,EXPIRY,EXP. YEAR,CAP HIT,CAP HIT %,AAV,SALARY,BASE SALARY,MINORS,S.BONUS,P.BONUS
694. Ryan McDonagh,TBL,30,"Jun 13, 1989",United States,D,Left,,,,40,1,10,11,0.28,2,41,0.02,20:53,-,-,-,-,-,Standard (1-way),✔,"Jul 1, 2018",30,,,NTC,7,UFA,UFA,2026,"$6,750,000",8.50%,"$6,750,000","$8,400,000","$8,400,000","$8,400,000",$0,$0
695. Oliver Ekman-Larsson,ARI,27,"Jul 17, 1991",Sweden,D,Left,,,,47,5,15,20,0.43,3,103,0.05,23:24,-,-,-,-,-,Standard (1-way),✔,"Jul 1, 2018",27,,,NMC,8,UFA,UFA,2027,"$8,250,000",10.40%,"$8,250,000","$8,000,000","$8,000,000","$8,000,000",$0,$0
696. Logan Couture,SJS,30,"Mar 28, 1989",Canada,"C, LW",Left,,,,45,14,22,36,0.8,-1,110,0.13,18:42,-,-,-,-,-,Standard (1-way),✔,"Jul 1, 2018",30,,,M-NTC,8,UFA,UFA,2027,"$8,000,000",10.10%,"$8,000,000","$10,000,000","$6,000,000","$10,000,000","$4,000,000",$0
697. Drew Doughty,LAK,29,"Dec 8, 1989",Canada,D,Right,,,,47,6,20,26,0.55,-10,107,0.06,25:58:00,-,-,-,-,-,Standard (1-way),✔,"Jul 1, 2018",29,,,NMC,8,UFA,UFA,2027,"$11,000,000",13.80%,"$11,000,000","$12,000,000","$2,000,000","$12,000,000","$10,000,000",$0
698. Jacob MacDonald,COL,26,"Feb 26, 1993",United States,D,Left,,,,0,0,0,0,0,0,0,0,,-,-,-,-,-,Standard (2-way),,"Jul 2, 2018",25,,,,2,UFA,UFA,2020,"$750,000",0.90%,"$750,000","$800,000","$800,000","$250,000",$0,$0
699. Paul Thompson,FLA,30,"Nov 30, 1988",United States,RW,Right,,,,0,0,0,0,0,0,0,0,,-,-,-,-,-,Standard (2-way),,"Jul 2, 2018",29,,,,2,UFA,UFA,2020,"$675,000",0.80%,"$675,000","$700,000","$700,000","$250,000",$0,$0
700. Buddy Robinson,CGY,27,"Sep 30, 1991",United States,RW,Right,,,,0,0,0,0,0,0,0,0,,-,-,-,-,-,Standard (2-way),,"Jul 2, 2018",26,,,,2,UFA,UFA,2020,"$700,000",0.90%,"$700,000","$700,000","$700,000","$350,000",$0,$0
701. Sean Walker,LAK,24,"Nov 13, 1994",Canada,D,Right,,,,47,4,14,18,0.38,0,86,0.05,19:11,-,-,-,-,-,Entry-Level,,"Jul 2, 2018",23,,,,2,ELC,RFA,2020,"$745,000",0.90%,"$745,000","$770,000","$700,000","$65,000","$70,000",$0
702. Carter Rowney,ANA,30,"May 10, 1989",Canada,"C, RW",Right,,,,45,5,4,9,0.2,-3,48,0.1,12:47,-,-,-,-,-,Standard (1-way),,"Jul 2, 2018",29,,,,3,UFA,UFA,2021,"$1,133,333",1.40%,"$1,133,333","$1,000,000","$1,000,000","$1,000,000",$0,$0
703. Skyler McKenzie,WPG,21,"Jan 20, 1998",Canada,C,Left,,✓,,0,0,0,0,0,0,0,0,,-,-,-,-,-,Entry-Level,,"Jul 2, 2018",20,,,,3,ELC,RFA,2021,"$741,666",0.90%,"$741,666","$760,000","$700,000","$65,000","$60,000",$0
704. Tomas Hertl,SJS,25,"Nov 12, 1993",Czech Republic,"C, RW",Left,,,,43,15,20,35,0.81,-16,104,0.14,18:42,-,-,-,-,-,Standard (1-way),,"Jul 2, 2018",24,✔,,,4,RFA,UFA,2022,"$5,625,000",7.10%,"$5,625,000","$6,250,000","$4,250,000","$6,250,000","$2,000,000",$0
705. James Neal,EDM,31,"Sep 3, 1987",Canada,"RW, LW",Left,,,,47,19,8,27,0.57,-22,106,0.18,16:45,-,-,-,-,-,Standard (1-way),,"Jul 2, 2018",30,,,,5,UFA,UFA,2023,"$5,750,000",7.20%,"$5,750,000","$5,750,000","$5,750,000","$5,750,000",$0,$0
706. Colin Blackwell,NSH,26,"Mar 28, 1993",United States,C,Right,,,,11,1,3,4,0.36,7,13,0.08,10:48,-,-,-,-,-,Standard (2-way),,"Jul 3, 2018",25,,,,2,RFA,UFA,2020,"$675,000",0.80%,"$675,000","$700,000","$700,000","$100,000",$0,$0
707. Brad Richardson,ARI,34,"Feb 4, 1985",Canada,C,Left,,,,40,3,3,6,0.15,0,46,0.07,13:51,-,-,-,-,-,Standard (1-way),,"Jul 3, 2018",33,,,M-NTC,2,UFA,UFA,2020,"$1,250,000",1.60%,"$1,250,000","$1,400,000","$1,400,000","$1,400,000",$0,$0
708. Justin Holl,TOR,27,"Jan 30, 1992",United States,D,Right,,,,43,1,12,13,0.3,15,52,0.02,16:33,-,-,-,-,-,Standard (1-way),,"Jul 3, 2018",26,✔,,,2,RFA,UFA,2020,"$675,000",0.80%,"$675,000","$700,000","$700,000","$700,000",$0,$0
709. Sean Kuraly,BOS,26,"Jan 20, 1993",United States,"C, LW",Left,,,,46,3,13,16,0.35,-2,64,0.05,13:31,-,-,-,-,-,Standard (1-way),,"Jul 3, 2018",25,✔,,,3,RFA,UFA,2021,"$1,275,000",1.60%,"$1,275,000","$1,475,000","$1,475,000","$1,475,000",$0,$0
710. Zachary Magwood,NSH,21,"Apr 22, 1998",Canada,C,Right,,✓,,0,0,0,0,0,0,0,0,,-,-,-,-,-,Entry-Level,,"Jul 3, 2018",20,,,,3,ELC,RFA,2021,"$753,333",0.90%,"$753,333","$770,000","$700,000","$70,000","$70,000",$0
711. Calvin De Haan,CHI,28,"May 9, 1991",Canada,D,Left,,,,29,1,5,6,0.21,10,42,0.02,19:54,-,-,-,-,-,Standard (1-way),,"Jul 3, 2018",27,,,,4,UFA,UFA,2022,"$4,550,000",5.70%,"$4,550,000","$4,700,000","$4,700,000","$4,700,000",$0,$0
712. Jacob De La Rose,STL,24,"May 20, 1995",Sweden,"C, LW",Left,,,✔,41,2,7,9,0.22,4,41,0.05,12:13,-,-,-,-,-,Standard (1-way),,"Jul 5, 2018",23,✔,,,2,RFA,RFA,2020,"$900,000",1.10%,"$900,000","$950,000","$950,000","$950,000",$0,$0
713. Andreas Athanasiou,DET,24,"Aug 6, 1994",Canada,"C, LW, RW",Left,,,✔,36,5,14,19,0.53,-35,88,0.06,16:39,-,-,-,-,-,Standard (1-way),,"Jul 5, 2018",23,✔,,,2,RFA,RFA,2020,"$3,000,000",3.80%,"$3,000,000","$3,000,000","$3,000,000","$3,000,000",$0,$0
714. Trevor van Riemsdyk,CAR,27,"Jul 24, 1991",United States,D,Right,,,,26,0,3,3,0.12,-6,32,0,13:28,-,-,-,-,-,Standard (1-way),,"Jul 5, 2018",26,✔,✔,,2,RFA,UFA,2020,"$2,300,000",2.90%,"$2,300,000","$2,500,000","$2,500,000","$2,500,000",$0,$0
715. Boone Jenner,CBJ,26,"Jun 15, 1993",Canada,"C, LW",Left,,,,46,8,9,17,0.37,-7,108,0.07,18:08,-,-,-,-,-,Standard (1-way),,"Jul 5, 2018",25,✔,,,4,RFA,UFA,2022,"$3,750,000",4.70%,"$3,750,000","$4,000,000","$4,000,000","$4,000,000",$0,$0
716. Martin Kaut,COL,19,"Oct 2, 1999",Czech Republic,C,Right,✓,✓,,0,0,0,0,0,0,0,0,,-,-,-,-,-,Entry-Level,,"Jul 5, 2018",18,,,,3,ELC,RFA,2022,"$894,167",1.20%,"$1,319,167","$925,000","$832,500","$70,000","$92,500","$425,000"
717. Jakub Skarek,NYI,19,"Nov 10, 1999",Czech Republic,G,Left,✓,✓,,0,-,-,-,-,-,-,-,-,0,0,0,0,0,Entry-Level,,"Jul 5, 2018",18,,,,3,ELC,RFA,2022,"$778,333",1.00%,"$927,500","$792,500","$700,000","$70,000","$92,500","$182,500"
718. Ryan Strome,NYR,25,"Jul 11, 1993",Canada,"C, RW",Right,,,✔,44,12,29,41,0.93,7,72,0.17,19:25,-,-,-,-,-,Standard (1-way),,"Jul 6, 2018",24,✔,,,2,RFA,RFA,2020,"$3,100,000",3.90%,"$3,100,000","$3,200,000","$3,200,000","$3,200,000",$0,$0
719. Matt Nieto,COL,26,"Nov 5, 1992",United States,"LW, RW",Left,,,,45,6,12,18,0.4,8,61,0.1,13:25,-,-,-,-,-,Standard (1-way),,"Jul 6, 2018",25,✔,✔,,2,RFA,UFA,2020,"$1,975,000",2.50%,"$1,975,000","$1,975,000","$1,975,000","$1,975,000",$0,$0
720. Oscar Dansk,VGK,25,"Feb 28, 1994",Sweden,G,Left,,,✔,1,-,-,-,-,-,-,-,-,0,1,0,6,0.838,Standard (2-way),,"Jul 6, 2018",24,✔,,,2,RFA,RFA,2020,"$675,000",0.80%,"$675,000","$700,000","$700,000","$150,000",$0,$0
721. Vladislav Kotkov,SJS,19,"Jan 8, 2000",Russia,LW,Right,✓,✓,,0,0,0,0,0,0,0,0,,-,-,-,-,-,Entry-Level,,"Jul 6, 2018",18,,,,3,ELC,RFA,2022,"$770,000",1.00%,"$806,667","$780,000","$700,000","$70,000","$80,000","$70,000"
722. Barrett Hayton,ARI,19,"Jun 9, 2000",Canada,C,Left,,✓,,14,1,3,4,0.29,1,20,0.05,11:08,-,-,-,-,-,Entry-Level,,"Jul 6, 2018",18,,,,3,ELC,RFA,2022,"$894,167",1.20%,"$2,644,167","$925,000","$832,500","$70,000","$92,500","$1,350,000"
723. Alex Lyon,PHI,26,"Dec 9, 1992",United States,G,Left,,,,0,-,-,-,-,-,-,-,-,0,0,0,0,0,Standard (1-way),,"Jul 7, 2018",25,✔,✔,,2,RFA,UFA,2020,"$750,000",0.90%,"$750,000","$750,000","$750,000","$750,000",$0,$0
724. Dylan DeMelo,OTT,26,"May 1, 1993",Canada,D,Right,,,,35,0,6,6,0.17,5,48,0,20:17,-,-,-,-,-,Standard (1-way),,"Jul 7, 2018",25,,,,2,UFA,UFA,2020,"$900,000",1.10%,"$900,000","$900,000","$900,000","$900,000",$0,$0
725. Filip Zadina,DET,19,"Nov 27, 1999",Czech Republic,"LW, RW",Left,,✓,,20,5,6,11,0.55,-4,40,0.13,14:35,-,-,-,-,-,Entry-Level,,"Jul 7, 2018",18,,,,3,ELC,RFA,2022,"$894,167",1.20%,"$1,744,167","$925,000","$832,500","$70,000","$92,500","$850,000"
726. Colin Miller,BUF,26,"Oct 29, 1992",Canada,D,Right,,,,32,1,5,6,0.19,-5,49,0.02,17:09,-,-,-,-,-,Standard (1-way),,"Jul 7, 2018",25,✔,✔,,4,RFA,UFA,2022,"$3,875,000",4.90%,"$3,875,000","$3,875,000","$3,875,000","$3,875,000",$0,$0
727. Rasmus Dahlin,BUF,19,"Apr 13, 2000",Sweden,D,Left,,✓,,37,2,23,25,0.68,-3,56,0.04,19:19,-,-,-,-,-,Entry-Level,,"Jul 9, 2018",18,,,,3,ELC,RFA,2021,"$925,000",1.20%,"$3,775,000","$925,000","$832,500","$70,000","$92,500","$2,850,000"
728. Ross Johnston,NYI,25,"Feb 18, 1994",Canada,LW,Left,,,,24,3,0,3,0.13,0,12,0.25,8:25,-,-,-,-,-,Standard (1-way),,"Jul 9, 2018",24,✔,,,4,RFA,UFA,2022,"$1,000,000",1.30%,"$1,000,000","$1,000,000","$1,000,000","$1,000,000",$0,$0
729. Nikita Kucherov,TBL,26,"Jun 17, 1993",Russia,RW,Left,,,,43,17,32,49,1.14,13,124,0.14,18:33,-,-,-,-,-,Standard (1-way),✔,"Jul 10, 2018",26,✔,,,8,RFA,UFA,2027,"$9,500,000",11.90%,"$9,500,000","$12,000,000","$1,000,000","$12,000,000","$11,000,000",$0
730. Frédérik Gauthier,TOR,24,"Apr 26, 1995",Canada,C,Left,,,✔,41,5,4,9,0.22,2,29,0.17,9:35,-,-,-,-,-,Standard (2-way),,"Jul 11, 2018",23,,,,2,RFA,RFA,2020,"$675,000",0.80%,"$675,000","$700,000","$700,000","$100,000",$0,$0
731. Anthony Mantha,DET,24,"Sep 16, 1994",Canada,"RW, LW",Left,,,✔,29,12,12,24,0.83,-9,95,0.13,18:32,-,-,-,-,-,Standard (1-way),,"Jul 11, 2018",23,,,,2,RFA,RFA,2020,"$3,300,000",4.20%,"$3,300,000","$3,300,000","$3,300,000","$3,300,000",$0,$0
732. Dominik Bokk,CAR,19,"Feb 3, 2000",Germany,"LW, RW",Right,✓,✓,,0,0,0,0,0,0,0,0,,-,-,-,-,-,Entry-Level,,"Jul 11, 2018",18,,,,3,ELC,RFA,2022,"$894,167",1.20%,"$1,106,667","$925,000","$832,500","$70,000","$92,500",$0
733. Reece Willcox,PHI,25,"Mar 20, 1994",Canada,D,Right,,,✔,0,0,0,0,0,0,0,0,,-,-,-,-,-,Standard (2-way),,"Jul 12, 2018",24,✔,,,2,RFA,RFA,2020,"$675,000",0.80%,"$675,000","$700,000","$700,000","$125,000",$0,$0
734. Lucas Wallmark,CAR,23,"Sep 5, 1995",Sweden,C,Left,,,✔,45,10,11,21,0.47,-3,65,0.15,13:06,-,-,-,-,-,Standard (1-way),,"Jul 12, 2018",22,,,,2,RFA,RFA,2020,"$675,000",0.80%,"$675,000","$700,000","$700,000","$700,000",$0,$0
735. Jamie Oleksiak,DAL,26,"Dec 21, 1992",Canada,D,Left,,,,45,1,5,6,0.13,2,52,0.02,15:31,-,-,-,-,-,Standard (1-way),,"Jul 12, 2018",25,✔,✔,,3,RFA,UFA,2021,"$2,137,500",2.70%,"$2,137,500","$1,962,500","$1,962,500","$1,962,500",$0,$0
736. Connor Hellebuyck,WPG,26,"May 19, 1993",United States,G,Left,,,,37,-,-,-,-,-,-,-,-,20,12,3,2.69,0.919,Standard (1-way),,"Jul 12, 2018",25,✔,✔,,6,RFA,UFA,2024,"$6,166,666",7.80%,"$6,166,666","$6,000,000","$6,000,000","$6,000,000",$0,$0
737. Paul LaDue,LAK,26,"Sep 6, 1992",United States,D,Right,,,,2,0,1,1,0.5,0,2,0,12:48,-,-,-,-,-,Standard (1-way),,"Jul 13, 2018",25,✔,,,2,RFA,UFA,2020,"$825,000",1.00%,"$825,000","$850,000","$850,000","$850,000",$0,$0
738. Devin Shore,ANA,24,"Jul 19, 1994",Canada,"LW, C, RW",Left,,,✔,29,2,4,6,0.21,-2,36,0.06,12:02,-,-,-,-,-,Standard (1-way),,"Jul 13, 2018",23,✔,✔,,2,RFA,RFA,2020,"$2,300,000",2.90%,"$2,300,000","$2,400,000","$2,400,000","$2,400,000",$0,$0
739. Adam Mascherin,DAL,21,"Jun 6, 1998",Canada,"C, LW",Left,,✓,,0,0,0,0,0,0,0,0,,-,-,-,-,-,Entry-Level,,"Jul 13, 2018",20,,,,3,ELC,RFA,2021,"$775,000",1.00%,"$880,000","$792,500","$700,000","$70,000","$92,500","$132,500"
740. Marc-André Fleury,VGK,34,"Nov 28, 1984",Canada,G,Left,,,,32,-,-,-,-,-,-,-,-,18,10,2,2.84,0.907,Standard (1-way),✔,"Jul 13, 2018",34,,,M-NTC,3,UFA,UFA,2022,"$7,000,000",8.80%,"$7,000,000","$8,500,000","$8,500,000","$8,500,000",$0,$0
741. Rasmus Kupari,LAK,19,"Mar 15, 2000",Finland,"C, LW, RW",Right,✓,✓,,0,0,0,0,0,0,0,0,,-,-,-,-,-,Entry-Level,,"Jul 13, 2018",18,,,,3,ELC,RFA,2022,"$894,167",1.20%,"$1,081,667","$925,000","$832,500","$70,000","$92,500",$0
742. Colby Cave,EDM,24,"Dec 26, 1994",Canada,C,Left,,,✔,5,1,0,1,0.2,-1,2,0.5,10:51,-,-,-,-,-,Standard (2-way),,"Jul 14, 2018",23,,,,2,RFA,RFA,2020,"$675,000",0.80%,"$675,000","$700,000","$700,000","$100,000",$0,$0
743. Kurtis MacDermid,LAK,25,"Mar 25, 1994",Canada,D,Left,,,✔,27,2,2,4,0.15,-1,32,0.06,13:08,-,-,-,-,-,Standard (2-way),,"Jul 15, 2018",24,,,,2,RFA,RFA,2020,"$675,000",0.80%,"$675,000","$700,000","$700,000","$150,000",$0,$0
744. Oliver Bjorkstrand,CBJ,24,"Apr 10, 1995",Denmark,RW,Right,,,✔,36,12,11,23,0.64,1,122,0.1,17:18,-,-,-,-,-,Standard (1-way),,"Jul 15, 2018",23,,,,3,RFA,RFA,2021,"$2,500,000",3.10%,"$2,500,000","$2,500,000","$2,500,000","$2,500,000",$0,$0
745. Phillip Danault,MTL,26,"Feb 24, 1993",Canada,C,Left,,,,46,11,20,31,0.67,13,85,0.13,18:53,-,-,-,-,-,Standard (1-way),,"Jul 15, 2018",25,✔,✔,,3,RFA,UFA,2021,"$3,083,333",3.90%,"$3,083,333","$3,000,000","$3,000,000","$3,000,000",$0,$0
746. Filip Hållander,PIT,19,"Jun 29, 2000",Sweden,C,Left,✓,✓,,0,0,0,0,0,0,0,0,,-,-,-,-,-,Entry-Level,,"Jul 15, 2018",18,,,,3,ELC,RFA,2022,"$778,333",1.00%,"$927,500","$792,500","$700,000","$70,000","$92,500","$182,500"
747. Rasmus Sandin,TOR,19,"Mar 7, 2000",Sweden,D,Left,✓,✓,,6,0,2,2,0.33,0,5,0,12:12,-,-,-,-,-,Entry-Level,,"Jul 15, 2018",18,,,,3,ELC,RFA,2022,"$894,167",1.20%,"$894,167","$925,000","$832,500","$70,000","$92,500",$0
748. Jon Gillies,CGY,25,"Jan 22, 1994",United States,G,Left,,,,0,-,-,-,-,-,-,-,-,0,0,0,0,0,Standard (1-way),,"Jul 16, 2018",24,,,,2,RFA,RFA,2020,"$750,000",0.90%,"$750,000","$750,000","$750,000","$750,000",$0,$0
749. Kyle Burroughs,NYI,23,"Jul 12, 1995",Canada,D,Right,,,✔,0,0,0,0,0,0,0,0,,-,-,-,-,-,Standard (2-way),,"Jul 16, 2018",22,,,,2,RFA,RFA,2020,"$675,000",0.80%,"$675,000","$700,000","$700,000","$125,000",$0,$0
750. Devon Toews,NYI,25,"Feb 21, 1994",Canada,D,Left,,,✔,43,3,12,15,0.35,2,81,0.04,19:59,-,-,-,-,-,Standard (1-way),,"Jul 16, 2018",24,✔,,,2,RFA,RFA,2020,"$700,000",0.90%,"$700,000","$750,000","$750,000","$750,000",$0,$0
751. Juuse Saros,NSH,24,"Apr 19, 1995",Finland,G,Left,,,✔,21,-,-,-,-,-,-,-,-,5,7,0,3.25,0.892,Standard (1-way),,"Jul 16, 2018",23,,,,3,RFA,RFA,2021,"$1,500,000",1.90%,"$1,500,000","$1,500,000","$1,500,000","$1,500,000",$0,$0
752. Elias Lindholm,CGY,24,"Dec 2, 1994",Sweden,"RW, C",Right,,,,47,20,16,36,0.77,-9,110,0.18,19:35,-,-,-,-,-,Standard (1-way),,"Jul 16, 2018",23,✔,✔,,6,RFA,UFA,2024,"$4,850,000",6.10%,"$4,850,000","$5,850,000","$5,850,000","$5,850,000",$0,$0
753. Adam Henrique,ANA,29,"Feb 6, 1990",Canada,C,Left,,,,45,14,10,24,0.53,-1,112,0.13,16:53,-,-,-,-,-,Standard (1-way),✔,"Jul 16, 2018",29,,,M-NTC,5,UFA,UFA,2024,"$5,825,000",7.30%,"$5,825,000","$5,825,000","$5,825,000","$5,825,000",$0,$0
754. Jimmy Vesey,BUF,26,"May 26, 1993",United States,"LW, RW",Left,,,,42,5,8,13,0.31,9,61,0.08,13:43,-,-,-,-,-,Standard (1-way),,"Jul 17, 2018",25,✔,✔,,2,RFA,UFA,2020,"$2,275,000",2.90%,"$2,275,000","$2,350,000","$2,350,000","$2,350,000",$0,$0
755. Ryan Pulock,NYI,24,"Oct 6, 1994",Canada,D,Right,,,✔,43,6,14,20,0.47,2,101,0.06,22:08,-,-,-,-,-,Standard (1-way),,"Jul 17, 2018",23,,,,2,RFA,RFA,2020,"$2,000,000",2.50%,"$2,000,000","$2,650,000","$2,650,000","$2,650,000",$0,$0
756. Blake Coleman,NJD,27,"Nov 28, 1991",United States,"C, LW, RW",Left,,,,44,15,8,23,0.52,2,133,0.11,16:30,-,-,-,-,-,Standard (1-way),,"Jul 17, 2018",26,✔,✔,,3,RFA,UFA,2021,"$1,800,000",2.30%,"$1,800,000","$1,800,000","$1,800,000","$1,800,000",$0,$0
757. Yegor Sharangovich,NJD,21,"Jun 6, 1998",Belarus,C,Left,,✓,,0,0,0,0,0,0,0,0,,-,-,-,-,-,Entry-Level,,"Jul 17, 2018",20,,,,3,ELC,RFA,2021,"$775,833",1.00%,"$925,000","$792,500","$700,000","$70,000","$92,500","$132,500"
758. Evan Bouchard,EDM,19,"Oct 20, 1999",Canada,D,Right,✓,✓,,0,0,0,0,0,0,0,0,,-,-,-,-,-,Entry-Level,,"Jul 17, 2018",18,,,,3,ELC,RFA,2022,"$894,167",1.20%,"$1,627,500","$925,000","$832,500","$70,000","$92,500","$500,000"
759. Chris Tierney,OTT,24,"Jul 1, 1994",Canada,C,Left,,,✔,45,6,16,22,0.49,-7,57,0.11,16:30,-,-,-,-,-,Standard (1-way),,"Jul 18, 2018",23,✔,✔,,2,RFA,RFA,2020,"$2,937,500",3.70%,"$2,937,500","$2,975,000","$2,975,000","$2,975,000",$0,$0
760. Josh Currie,EDM,26,"Oct 29, 1992",Canada,"RW, C",Right,,,,0,0,0,0,0,0,0,0,,-,-,-,-,-,Standard (2-way),,"Jul 18, 2018",25,,,,2,UFA,UFA,2020,"$687,500",0.90%,"$687,500","$700,000","$700,000","$160,000",$0,$0
761. Alex True,SJS,21,"Jul 17, 1997",Denmark,"C, RW",Left,,✓,,0,0,0,0,0,0,0,0,,-,-,-,-,-,Entry-Level,,"Jul 18, 2018",20,,,,3,ELC,RFA,2021,"$763,333",1.00%,"$800,000","$780,000","$700,000","$70,000","$80,000","$20,000"
762. Ryan Merkley,SJS,18,"Aug 14, 2000",Canada,D,Right,✓,✓,,0,0,0,0,0,0,0,0,,-,-,-,-,-,Entry-Level,,"Jul 18, 2018",17,,,,3,ELC,RFA,2022,"$894,167",1.20%,"$1,194,167","$925,000","$832,500","$70,000","$92,500","$300,000"
763. Madison Bowey,DET,24,"Apr 22, 1995",Canada,D,Right,,,✔,34,2,11,13,0.38,-8,41,0.05,17:28,-,-,-,-,-,Standard (1-way),,"Jul 19, 2018",23,,,,2,RFA,RFA,2020,"$1,000,000",1.30%,"$1,000,000","$1,000,000","$1,000,000","$1,000,000",$0,$0
764. Adam Lowry,WPG,26,"Mar 29, 1993",United States,C,Left,,,,43,4,5,9,0.21,-1,61,0.07,15:21,-,-,-,-,-,Standard (1-way),,"Jul 19, 2018",25,✔,✔,,3,RFA,UFA,2021,"$2,916,666",3.70%,"$2,916,666","$2,750,000","$2,750,000","$2,750,000",$0,$0
765. Troy Stecher,VAN,25,"Apr 7, 1994",Canada,D,Right,,,✔,45,2,6,8,0.18,5,48,0.04,14:44,-,-,-,-,-,Standard (1-way),,"Jul 20, 2018",24,✔,✔,,2,RFA,RFA,2020,"$2,325,000",2.90%,"$2,325,000","$2,325,000","$2,325,000","$2,325,000",$0,$0
766. Matt Dumba,MIN,24,"Jul 25, 1994",Canada,D,Right,,,,44,3,10,13,0.3,-9,105,0.03,22:46,-,-,-,-,-,Standard (1-way),,"Jul 21, 2018",23,✔,✔,,5,RFA,UFA,2023,"$6,000,000",7.50%,"$6,000,000","$7,400,000","$7,400,000","$7,400,000",$0,$0
767. Logan O'Connor,COL,22,"Aug 14, 1996",Canada,RW,Right,,✓,,7,1,0,1,0.14,3,8,0.13,9:58,-,-,-,-,-,Entry-Level,,"Jul 23, 2018",21,,,,2,ELC,RFA,2020,"$925,000",1.20%,"$1,137,500","$925,000","$832,500","$70,000","$92,500","$212,500"
768. William Carrier,VGK,24,"Dec 20, 1994",Canada,LW,Left,,,✔,48,5,8,13,0.27,2,71,0.07,9:20,-,-,-,-,-,Standard (1-way),,"Jul 23, 2018",23,,,,2,RFA,RFA,2020,"$725,000",0.90%,"$725,000","$725,000","$725,000","$725,000",$0,$0
769. Brandon Montour,BUF,25,"Apr 11, 1994",Canada,D,Right,,,✔,31,3,8,11,0.35,3,58,0.05,18:02,-,-,-,-,-,Standard (1-way),,"Jul 24, 2018",24,✔,✔,,2,RFA,RFA,2020,"$3,387,500",4.30%,"$3,387,500","$3,525,000","$3,525,000","$3,525,000",$0,$0
770. Tucker Poolman,WPG,26,"Jun 8, 1993",United States,D,Right,,,,43,2,11,13,0.3,-3,52,0.04,18:18,-,-,-,-,-,Standard (1-way),,"Jul 24, 2018",25,✔,,,3,RFA,UFA,2021,"$775,000",1.00%,"$775,000","$825,000","$825,000","$825,000",$0,$0
771. Mark Jankowski,CGY,24,"Sep 13, 1994",Canada,C,Left,,,✔,37,0,1,1,0.03,-13,20,0,10:54,-,-,-,-,-,Standard (1-way),,"Jul 25, 2018",23,✔,✔,,2,RFA,RFA,2020,"$1,675,000",2.10%,"$1,675,000","$1,750,000","$1,750,000","$1,750,000",$0,$0
772. Dan Hamhuis,NSH,36,"Dec 13, 1982",Canada,D,Left,,,,39,0,5,5,0.13,7,23,0,14:30,-,-,-,-,-,35+ (1-way),,"Jul 25, 2018",35,,,,2,UFA,UFA,2020,"$1,250,000",1.60%,"$1,250,000","$1,000,000","$1,000,000","$1,000,000",$0,$0
773. Jake Virtanen,VAN,22,"Aug 17, 1996",Canada,RW,Right,,,✔,45,13,12,25,0.56,-1,86,0.15,12:22,-,-,-,-,-,Standard (1-way),,"Jul 25, 2018",21,,,,2,RFA,RFA,2020,"$1,250,000",1.60%,"$1,250,000","$1,500,000","$1,400,000","$1,500,000","$100,000",$0
774. Jason Zucker,MIN,27,"Jan 16, 1992",United States,"LW, RW",Left,,,,34,12,12,24,0.71,-4,61,0.2,16:20,-,-,-,-,-,Standard (1-way),,"Jul 25, 2018",26,✔,✔,M-NTC,5,RFA,UFA,2023,"$5,500,000",6.90%,"$5,500,000","$6,250,000","$6,250,000","$6,250,000",$0,$0
775. Tristan Jarry,PIT,24,"Apr 29, 1995",Canada,G,Left,,,✔,21,-,-,-,-,-,-,-,-,14,6,3,2.04,0.934,Standard (1-way),,"Jul 26, 2018",23,,,,2,RFA,RFA,2020,"$675,000",0.80%,"$675,000","$700,000","$700,000","$700,000",$0,$0
776. Tom Wilson,WSH,25,"Mar 29, 1994",Canada,RW,Right,,,,45,13,17,30,0.67,5,96,0.14,18:08,-,-,-,-,-,Standard (1-way),,"Jul 27, 2018",24,✔,,,6,RFA,UFA,2024,"$5,166,666",6.50%,"$5,166,666","$4,500,000","$1,500,000","$4,500,000","$3,000,000",$0
777. Brady Skjei,NYR,25,"Mar 26, 1994",United States,D,Left,,,,43,6,12,18,0.42,0,89,0.07,20:35,-,-,-,-,-,Standard (1-way),,"Jul 28, 2018",24,✔,✔,,6,RFA,UFA,2024,"$5,250,000",6.60%,"$5,250,000","$5,400,000","$4,400,000","$5,400,000","$1,000,000",$0
778. Miikka Salomäki,NSH,26,"Mar 9, 1993",Finland,"LW, RW",Left,,,,5,1,0,1,0.2,2,2,0.5,12:08,-,-,-,-,-,Standard (1-way),,"Jul 30, 2018",25,✔,✔,,2,RFA,UFA,2020,"$750,000",0.90%,"$750,000","$750,000","$750,000","$750,000",$0,$0
779. Liam Foudy,CBJ,19,"Feb 4, 2000",Canada,C,Left,✓,✓,,0,0,0,0,0,0,0,0,,-,-,-,-,-,Entry-Level,,"Jul 30, 2018",18,,,,3,ELC,RFA,2022,"$894,167",1.20%,"$1,269,167","$925,000","$832,500","$70,000","$92,500","$350,000"
